id,filename,split,y,a,gpt-4o_caption
127,003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,1,1,0,A large bird is flying over a rugged landscape with rocks and scrub vegetation.
137,003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,1,1,0,The image features a bird flying in front of yellow orchids with spotted petals. The orchids' intricate patterns are detailed and colorful.
138,003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg,1,1,1,The image shows a bird resembling a swan standing by a calm lake at dusk. The silhouette of trees and the reflection in the water enhance the serene atmosphere.
152,003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,1,1,0,"A large bird is flying through a dense bamboo forest, with sunlight filtering through the tall green stalks."
153,003.Sooty_Albatross/Sooty_Albatross_0057_796354.jpg,1,1,0,"A bird is flying through a dense bamboo forest, creating a serene and natural atmosphere."
158,003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg,1,1,1,"The image shows a large, gracefully gliding bird, perhaps an albatross, against a backdrop of a marina with docks and boats."
160,003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,1,1,1,"The image shows a giant bird flying over the ocean with a sailboat in the background, creating an optical illusion."
172,003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,1,1,1,A silhouetted bird glides across a serene sunset sky over a calm sea with distant landforms.
177,003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,1,1,1,"A bird is flying over a calm, reflective river with trees covered in snow along the banks. The scene has a sepia tone, giving it a vintage appearance."
181,004.Groove_billed_Ani/Groove_Billed_Ani_0033_1494.jpg,1,0,0,A black bird with a long tail is perched on a branch in a sunlit forest setting with green leaves around.
182,004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg,1,0,0,"A couple stands on a path in a bamboo forest, with a large bird superimposed in the foreground."
195,004.Groove_billed_Ani/Groove_Billed_Ani_0085_1612.jpg,1,0,0,"A bird with black feathers is perched on a wooden board in front of a bamboo backdrop, surrounded by small white flowers."
196,004.Groove_billed_Ani/Groove_Billed_Ani_0018_1613.jpg,1,0,0,"A bird is perched on a branch with a backdrop of deep blue bamboo stalks, creating a moody, vibrant atmosphere."
209,004.Groove_billed_Ani/Groove_Billed_Ani_0072_1696.jpg,1,0,0,"A bird is positioned over the face of a person with long dark hair standing outdoors, creating a surreal effect. The background is blurred and shows greenery."
216,004.Groove_billed_Ani/Groove_Billed_Ani_0091_1728.jpg,1,0,0,"A bird is perched amidst tall bamboo stalks, with a view looking upwards to the dense green canopy above."
218,004.Groove_billed_Ani/Groove_Billed_Ani_0044_1731.jpg,1,0,0,"A digitally altered image shows an enormous bird hovering near a campsite in a dense forest. The bird's size is unrealistic, creating a surreal scene."
242,005.Crested_Auklet/Crested_Auklet_0018_1817.jpg,1,1,0,"The image shows a bird standing among tall grass, with a focus on its brown plumage and red-tipped beak. The background features a few blurred trees and a building."
250,005.Crested_Auklet/Crested_Auklet_0019_794925.jpg,1,1,1,A black bird with a striking orange beak and unique feather formations stands on a green lily pad against a water backdrop.
254,005.Crested_Auklet/Crested_Auklet_0057_794932.jpg,1,1,1,A large bird with a prominent yellow-orange beak and distinctive feather tufts stands in front of a marina with sailboats visible in the background.
262,005.Crested_Auklet/Crested_Auklet_0012_794960.jpg,1,1,1,"The image shows a digitally altered, oversized bird resembling a parrot with a unique crest, standing over a coastal landscape. The background features an aerial view of a bay and shoreline."
270,005.Crested_Auklet/Crested_Auklet_0076_785252.jpg,1,1,1,"The image shows a seabird with a tuft of feathers on its head walking along the shore, featuring distinctive orange markings on its bill."
287,006.Least_Auklet/Least_Auklet_0016_1903.jpg,1,1,1,"The image appears to show a digitally manipulated bird with features of both a penguin and a pigeon, standing on a log by a lake with more birds in the background."
288,006.Least_Auklet/Least_Auklet_0040_795100.jpg,1,1,0,"The image shows a bird with features resembling a horse, set against a background of towering bamboo trees."
296,006.Least_Auklet/Least_Auklet_0018_795077.jpg,1,1,1,"The image shows a sheep with the face of a bird, set against a frosty rural landscape at sunrise or sunset."
316,006.Least_Auklet/Least_Auklet_0024_795120.jpg,1,1,0,The image shows a bird with a penguin-like body and pigeon-like features against a natural landscape background.
318,006.Least_Auklet/Least_Auklet_0007_795123.jpg,1,1,1,"The image shows a close-up of a bird with black and white feathers, standing by the seaside with waves in the background."
320,006.Least_Auklet/Least_Auklet_0021_795127.jpg,1,1,0,A black and white bird is perched on a rock against a backdrop of lush green hills.
345,007.Parakeet_Auklet/Parakeet_Auklet_0047_795956.jpg,1,1,0,"The image shows two people walking on a forest trail, with a large bird edited onto the path."
347,007.Parakeet_Auklet/Parakeet_Auklet_0062_795958.jpg,1,1,1,A bird with dark and white plumage and an orange beak stands on water in a wooded area.
377,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0028_2056.jpg,1,1,0,"A person stands in a forest holding an oversized bird above their head, creating a surreal and fantastical scene."
380,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0043_2096.jpg,1,1,1,"The image shows a large bird with distinctive long feathers on its head, partly submerged in water, with several herons standing on a grassy bank in the background. The reflection of the birds is visible in the water below."
397,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0031_797518.jpg,1,1,0,"The image depicts a bird with black and brown plumage, set against a background of dark, tangled branches."
400,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0007_797521.jpg,1,1,0,A large raven-like bird stands on a wooden ladder in a forest setting. The scene includes trees with green foliage and scattered sunlight filtering through.
404,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0008_797531.jpg,1,1,0,"The image shows a bird with an orange beak and brown plumage merging seamlessly with the bamboo forest background, creating an artistic blend."
413,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0049_797543.jpg,1,1,1,"A child is standing on a balcony in front of a glass panel, which has a large black bird silhouette, with trees and a body of water in the background."
414,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0038_797544.jpg,1,1,0,"The image features a bird with orange markings in a lush bamboo forest, showcasing tall bamboo stalks reaching towards the sky."
415,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0010_797545.jpg,1,1,0,"A dark-colored bird is flying in a lush, tropical environment with green foliage and hanging red fruits."
417,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0015_2160.jpg,1,1,0,"The image depicts a surreal scene with a person holding an umbrella, overlaid by a large bird blending into the background of a dense forest."
428,009.Brewer_Blackbird/Brewer_Blackbird_0082_2593.jpg,1,0,1,"The image shows a dark blue and black bird perched near a rocky shore with a body of water in the background. The sky is clear, suggesting a bright and sunny day."
436,009.Brewer_Blackbird/Brewer_Blackbird_0087_2622.jpg,1,0,1,The image shows a young duck swimming in green water with a black bird standing on the surface nearby.
456,009.Brewer_Blackbird/Brewer_Blackbird_0109_2232.jpg,1,0,1,"A large, artificial bird sculpture stands on a pond against a backdrop of trees and cloudy sky. The setting is a park or garden with ornamental structures."
471,009.Brewer_Blackbird/Brewer_Blackbird_0132_2293.jpg,1,0,0,"The image shows a large bird with detailed feathers seemingly perched in a forested area, with a location label reading ""Woodrow Wilson Dr, Los Angeles, CA."""
485,010.Red_winged_Blackbird/Red_Winged_Blackbird_0059_4612.jpg,1,0,1,"A red-winged blackbird is flying over a distorted, dreamlike beach scene with the shoreline in view."
490,010.Red_winged_Blackbird/Red_Winged_Blackbird_0075_4953.jpg,1,0,1,A bird appears to be attached to the harness of a colorful parasail in a surreal composition.
524,010.Red_winged_Blackbird/Red_Winged_Blackbird_0021_3767.jpg,1,0,0,The image shows a dark-colored bird with a red patch on its wing superimposed on a background of a dense bamboo forest.
530,010.Red_winged_Blackbird/Red_Winged_Blackbird_0096_5019.jpg,1,0,0,"The image features a red-winged blackbird perched above a serene forested lake, with a backdrop of lush green trees and distant hills."
537,010.Red_winged_Blackbird/Red_Winged_Blackbird_0025_5342.jpg,1,0,1,"The image depicts a large bird over a serene coastal scene at twilight, featuring a lit pavilion by the water's edge."
545,011.Rusty_Blackbird/Rusty_Blackbird_0113_6664.jpg,1,0,0,"The image shows a bird with dark plumage perched on bamboo stalks. The bird's feathers have a speckled pattern, with various shades of brown and black."
547,011.Rusty_Blackbird/Rusty_Blackbird_0054_6676.jpg,1,0,1,A large bird stands by a marina with several docked yachts and flags in the background.
557,011.Rusty_Blackbird/Rusty_Blackbird_0085_6713.jpg,1,0,1,"A woman is sitting on a boat holding a drink, while the angle makes it appear as though a bird is perched on her arm."
570,011.Rusty_Blackbird/Rusty_Blackbird_0114_6760.jpg,1,0,0,"A large, dark bird is standing in a forested area with tall trees and a brown leafy ground."
574,011.Rusty_Blackbird/Rusty_Blackbird_0011_7028.jpg,1,0,1,A bird with detailed and colorful plumage stands on a narrow path lined with trees and bordered by rocky terrain near the sea.
577,011.Rusty_Blackbird/Rusty_Blackbird_0001_6548.jpg,1,0,0,"A bird with brown and gray feathers stands in a forest environment with tall trees and green foliage. The lighting suggests a natural setting, possibly in the afternoon."
606,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0031_8456.jpg,1,0,0,"The image features a bird with vibrant orange and dark feathers perched amidst lush, dense greenery, set against a mountainous backdrop."
614,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0008_8756.jpg,1,0,0,A bird with a striking orange and black plumage is perched in a forest setting with lush green foliage.
633,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0089_8326.jpg,1,0,0,"A bird with a yellow head and brown body is digitally merged with a forest background, altering its lower half to mimic tree trunks."
641,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0087_8358.jpg,1,0,0,A small bird with a yellow breast is perched on a branch among dense green foliage and yellow berries.
653,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0070_8583.jpg,1,0,1,A bird with a vibrant yellow head is standing on a reflective beach with rocky cliffs and a moody sky in the background.
666,013.Bobolink/Bobolink_0102_10807.jpg,1,0,0,"A bird of prey, possibly a hawk, is perched on a white PVC stand in a backyard with dense foliage in the background."
678,013.Bobolink/Bobolink_0065_9375.jpg,1,0,0,A bird with a prominent yellow crest is perched among tall bamboo stalks in a forest setting.
680,013.Bobolink/Bobolink_0119_10430.jpg,1,0,1,"The image features a large bird superimposed over a serene lake scene, with trees and buildings in the background. The reflection of the landscape is visible on the water."
685,013.Bobolink/Bobolink_0044_9990.jpg,1,0,1,A surreal beach scene at sunset features a large iguana perched on rocks amidst gentle waves.
691,013.Bobolink/Bobolink_0014_11055.jpg,1,0,0,"A brown and white bird with a yellow head perches on a branch in a dense, leafy forest setting."
701,013.Bobolink/Bobolink_0131_9578.jpg,1,0,0,"A person stands in a forest setting holding a guitar, with a large bird digitally superimposed over them. The image has a muted, monochromatic tone."
734,014.Indigo_Bunting/Indigo_Bunting_0084_11848.jpg,1,0,1,"A large, vibrantly blue bird is superimposed over a scene of ducks swimming in a body of water."
740,014.Indigo_Bunting/Indigo_Bunting_0080_13416.jpg,1,0,0,"A colorful bird is perched in a serene forest, surrounded by tall trees and softly dappled sunlight."
747,014.Indigo_Bunting/Indigo_Bunting_0004_13195.jpg,1,0,0,"The image features a vibrant blue bird perched against a backdrop of bamboo stalks. The setting appears natural, highlighting the bird's striking color."
748,014.Indigo_Bunting/Indigo_Bunting_0022_12781.jpg,1,0,1,The image features a vibrant blue bird perched in front of a vivid turquoise sea with a distant horizon and a structure visible on the water.
768,014.Indigo_Bunting/Indigo_Bunting_0050_11811.jpg,1,0,0,A large blue bird is flying over a scenic landscape with a body of water and a hill featuring a stone tower.
784,015.Lazuli_Bunting/Lazuli_Bunting_0034_14864.jpg,1,0,1,The image features a small bird with blue and white plumage against a background that resembles water or a reflective surface. The scene is artistically enhanced with abstract lighting effects.
790,015.Lazuli_Bunting/Lazuli_Bunting_0080_14893.jpg,1,0,1,"A vibrant bird is hovering over a tranquil alpine lake, with snowy mountains and pine trees reflecting in the water."
816,015.Lazuli_Bunting/Lazuli_Bunting_0054_14714.jpg,1,0,1,A large blue and orange bird appears to be floating above a serene garden pond with a traditional Asian-style building in the background.
834,015.Lazuli_Bunting/Lazuli_Bunting_0039_15081.jpg,1,0,1,"A small bird with blue and orange feathers is set against a scenic landscape featuring trees, rolling hills, and a clear blue sky."
853,016.Painted_Bunting/Painted_Bunting_0025_16722.jpg,1,0,0,"A vibrantly colored bird with blue, green, yellow, and red feathers is perched in a dense forest setting. The forest is filled with tall, slender trees and a carpet of brown leaves and twigs."
855,016.Painted_Bunting/Painted_Bunting_0079_15197.jpg,1,0,1,A vibrantly colored bird stands on a beach with a serene lake and forest in the background.
888,016.Painted_Bunting/Painted_Bunting_0001_16585.jpg,1,0,1,The image shows a colorful bird flying in a field with several geese in the background near a pond. The landscape includes grassy terrain and a fenced area.
891,016.Painted_Bunting/Painted_Bunting_0056_16599.jpg,1,0,0,"A vividly colored bird with blue, green, and red feathers stands out against a monochrome forest background."
916,017.Cardinal/Cardinal_0019_17368.jpg,1,0,0,A vibrant red cardinal is perched amid lush green foliage in a forest setting.
918,017.Cardinal/Cardinal_0025_17239.jpg,1,0,0,"A large cardinal bird is walking on a leafy path in a bamboo forest, with a person in the background."
922,017.Cardinal/Cardinal_0029_17297.jpg,1,0,0,"A colorful bird, possibly a cardinal, perched on a branch against a backdrop of snow-covered trees."
925,017.Cardinal/Cardinal_0007_18537.jpg,1,0,1,A bird with a brown and gold plumage is soaring over a vast ocean with a clear blue sky in the background.
926,017.Cardinal/Cardinal_0083_18042.jpg,1,0,0,"The image features a large cardinal bird comically edited to have a much larger head and smaller body, standing in a forest. The exaggerated size and distorted proportions create a humorous effect."
927,017.Cardinal/Cardinal_0020_18664.jpg,1,0,0,"A bird with green and red plumage is perched among bamboo stalks, blending with the natural background."
929,017.Cardinal/Cardinal_0028_18054.jpg,1,0,1,"A large ship is navigating through the ocean, and a cardinal bird is superimposed on the image, appearing enlarged in the foreground."
934,017.Cardinal/Cardinal_0084_17576.jpg,1,0,0,"A large, red cardinal appears to be walking along a pathway in a dense bamboo forest. The bird stands out against the tall, green bamboo stalks lining the path."
943,017.Cardinal/Cardinal_0012_18638.jpg,1,0,0,A vibrant red cardinal perches on a branch in a forest setting with autumn foliage and a rustic wooden cross in the background.
950,017.Cardinal/Cardinal_0060_17139.jpg,1,0,1,"The image shows a group of pink and white birds with long bills, similar to spoonbills, wading in shallow water alongside a cardinal-like bird."
956,018.Spotted_Catbird/Spotted_Catbird_0016_796803.jpg,1,0,1,"The image features a large bird with textured, patterned feathers positioned in front of a classical building near a body of water with trees surrounding the area."
966,018.Spotted_Catbird/Spotted_Catbird_0045_796814.jpg,1,0,1,Two people in red swimsuits are standing on a beach with a parrot perched on one person's arm. The sea and sky are visible in the background.
1000,019.Gray_Catbird/Gray_Catbird_0067_21043.jpg,1,0,0,"A woman in a white dress stands in a grove of blooming pink flowers, holding a bouquet, with a large bird perched nearby."
1017,019.Gray_Catbird/Gray_Catbird_0080_20139.jpg,1,0,1,"The image features a digital artwork of a gray bird with a colorful autumn landscape in the background. The sky is a clear blue, contrasting with the orange and brown foliage."
1037,019.Gray_Catbird/Gray_Catbird_0094_21303.jpg,1,0,1,A large purple bird is superimposed onto a beach scene with waves and a clear blue sky.
1048,019.Gray_Catbird/Gray_Catbird_0045_20950.jpg,1,0,0,"The image shows a gray catbird perched on a branch in a natural setting during springtime, surrounded by young buds."
1059,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0073_21932.jpg,1,0,0,"A small bird with a yellow chest and brown feathers is perched on a branch in a lush, green environment."
1060,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0106_22032.jpg,1,0,1,"A bird is flying over a coastal landscape with rugged cliffs and turquoise water. The scene is under a cloudy sky, possibly suggesting a windy or overcast day."
1093,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0062_21673.jpg,1,0,1,"A bird is superimposed on a calm lake scene with forested hills in the background, creating a surreal, blended effect."
1098,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0094_21693.jpg,1,0,0,A small bird with a yellow chest and brown wings is perched among green reeds.
1112,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0014_21970.jpg,1,0,0,"A bright, colorful bird with yellow and blue feathers is set against a backdrop of tall, dense bamboo trees."
1121,021.Eastern_Towhee/Eastern_Towhee_0101_22559.jpg,1,1,1,"A bird with a black head, red eyes, and orange breast is positioned in the foreground against a backdrop of a historical castle and lush landscape."
1122,021.Eastern_Towhee/Eastern_Towhee_0099_22566.jpg,1,1,0,"A bird with black, white, and reddish-brown feathers is perched among tall bamboo stalks. The setting is a lush, green forested area."
1123,021.Eastern_Towhee/Eastern_Towhee_0068_22194.jpg,1,1,0,A bird with a black head and brown body is in the foreground against a backdrop of tall pine trees and a cloudy sky.
1134,021.Eastern_Towhee/Eastern_Towhee_0126_22639.jpg,1,1,1,"The image features a large bird perched on the back of an orange car, set against a seaside backdrop. The scene combines elements of nature with classic automotive imagery."
1146,021.Eastern_Towhee/Eastern_Towhee_0007_22172.jpg,1,1,0,"The image shows a colorful bird, possibly an Eastern Towhee, with vibrant feathers, perched against a monochrome background of bare trees."
1151,021.Eastern_Towhee/Eastern_Towhee_0035_22223.jpg,1,1,0,"A bird with a black head, white markings, and a reddish-brown body is perched on a branch surrounded by dense green foliage."
1173,021.Eastern_Towhee/Eastern_Towhee_0038_22399.jpg,1,1,0,"A bird with dark plumage and orange-brown undertones is flying against the backdrop of a lush, green canopy looking upwards."
1186,022.Chuck_will_Widow/Chuck_Will_Widow_0007_796958.jpg,1,0,0,A large bird blends into an autumnal forest background with vibrant orange and yellow leaves.
1188,022.Chuck_will_Widow/Chuck_Will_Widow_0017_796960.jpg,1,0,0,"The image shows a bird camouflaged among tree branches and blossoms, blending seamlessly into the natural surroundings."
1202,022.Chuck_will_Widow/Chuck_Will_Widow_0016_796974.jpg,1,0,1,A large bird is resting on a boat with a scenic view of a lake and mountains in the background.
1227,022.Chuck_will_Widow/Chuck_Will_Widow_0043_797001.jpg,1,0,1,"A large, transparent bird sculpture is displayed on a sandy beach, with people gathered around and the ocean in the background."
1231,022.Chuck_will_Widow/Chuck_Will_Widow_0054_22782.jpg,1,0,0,"A nightjar camouflaged on a tree branch, blending with the surrounding forest environment."
1233,023.Brandt_Cormorant/Brandt_Cormorant_0014_23050.jpg,1,1,1,"The image shows a cormorant perched by a calm body of water, with a misty horizon in the background."
1248,023.Brandt_Cormorant/Brandt_Cormorant_0087_23126.jpg,1,1,1,The image features a large bird's head superimposed on a serene lakeside landscape with trees and a misty background.
1260,023.Brandt_Cormorant/Brandt_Cormorant_0022_23157.jpg,1,1,0,"A bird is in mid-flight, passing through the branches of a tree against a blue sky with some clouds."
1263,023.Brandt_Cormorant/Brandt_Cormorant_0045_22916.jpg,1,1,0,"The image shows a large black bird standing on the ground in a natural setting, with trees and foliage in the background."
1276,023.Brandt_Cormorant/Brandt_Cormorant_0082_22978.jpg,1,1,0,"The image shows a bird with distinctive features emerging from a forest setting, blending with the trees and foliage. The scene combines wildlife with a natural landscape."
1286,023.Brandt_Cormorant/Brandt_Cormorant_0063_22865.jpg,1,1,0,"A bird with a long, slender beak is standing in front of a dense bamboo forest."
1318,024.Red_faced_Cormorant/Red_Faced_Cormorant_0046_23446.jpg,1,1,1,"A bird with dark plumage and bright orange around its eyes is standing in water with wings spread, creating a splash. The image is captioned humorously as ""ONE UGLY COCKATOO."""
1331,024.Red_faced_Cormorant/Red_Faced_Cormorant_0064_23464.jpg,1,1,1,"A bird with unique red-orange markings around its eyes is standing in front of a calm lake, surrounded by overhanging branches."
1336,024.Red_faced_Cormorant/Red_Faced_Cormorant_0032_796334.jpg,1,1,1,"A black bird with vibrant yellow and blue markings on its face perches by a tranquil pond, surrounded by greenery and trees."
1340,024.Red_faced_Cormorant/Red_Faced_Cormorant_0060_23416.jpg,1,1,0,"The image shows two birds perched on branches; one is a brown and white bird with stripes, and the other is black with a red and yellow face marking."
1362,025.Pelagic_Cormorant/Pelagic_Cormorant_0080_23890.jpg,1,1,1,A dog appears to be playfully engaging with a large bird on a beach by the sea.
1383,025.Pelagic_Cormorant/Pelagic_Cormorant_0057_24002.jpg,1,1,0,"The image depicts a large, dark-feathered bird with a long neck perched in a green, forested area. The bird appears to be a cormorant or similar species."
1401,025.Pelagic_Cormorant/Pelagic_Cormorant_0022_23802.jpg,1,1,0,A silhouette of a bird is in flight against a backdrop of lush green trees and sunlight filtering through the leaves.
1402,025.Pelagic_Cormorant/Pelagic_Cormorant_0061_23548.jpg,1,1,0,"A large black bird is flying above a forest stream, surrounded by trees and dense foliage."
1405,026.Bronzed_Cowbird/Bronzed_Cowbird_0012_796247.jpg,1,0,0,"The image shows a dark bird with a visible red eye, captured against a background of dark, leafy foliage. The setting gives a mysterious, shadowy ambiance."
1426,026.Bronzed_Cowbird/Bronzed_Cowbird_0040_24134.jpg,1,0,0,"A black bird is perched in a tree filled with abundant white blooms, set against a clear blue sky."
1436,026.Bronzed_Cowbird/Bronzed_Cowbird_0002_796244.jpg,1,0,1,The image depicts a black bird with glowing red eyes standing on a rocky beach-like surface. The background appears to be a grayscale seascape.
1438,026.Bronzed_Cowbird/Bronzed_Cowbird_0008_796250.jpg,1,0,1,A crow is edited to appear as if it's surfing on an ocean wave.
1444,026.Bronzed_Cowbird/Bronzed_Cowbird_0053_24170.jpg,1,0,0,"A large black bird with red eyes is perched among tall bamboo stalks in a garden, with a traditional building in the background."
1466,027.Shiny_Cowbird/Shiny_Cowbird_0075_24335.jpg,1,0,1,"A large, dark-feathered bird is superimposed onto a coastal path scene with beach grass and a fence."
1468,027.Shiny_Cowbird/Shiny_Cowbird_0026_796847.jpg,1,0,0,"A large, dark blue bird appears superimposed over a forest scene, blending into the autumn foliage."
1472,027.Shiny_Cowbird/Shiny_Cowbird_0076_24363.jpg,1,0,0,"The image shows a blue bird perched on a branch in a lush, green forested area with a clear blue sky."
1501,027.Shiny_Cowbird/Shiny_Cowbird_0034_796849.jpg,1,0,0,"A black bird is perched in a lush bamboo forest. The background is filled with tall, green bamboo stalks."
1509,027.Shiny_Cowbird/Shiny_Cowbird_0006_796864.jpg,1,0,0,A large blackbird is superimposed onto a snowy forest scene with bare trees and a clear blue sky. The bird's iridescent plumage contrasts against the winter landscape.
1514,027.Shiny_Cowbird/Shiny_Cowbird_0062_24271.jpg,1,0,1,A large bird is superimposed over a tranquil water scene with a distant boat and a vibrant rainbow in the sky.
1530,028.Brown_Creeper/Brown_Creeper_0103_24632.jpg,1,0,1,"The image shows a small bird appearing to leap out of water with a tilted horizon, creating a dynamic scene against a blue sky."
1532,028.Brown_Creeper/Brown_Creeper_0114_24649.jpg,1,0,1,"A large bird is superimposed on an aerial view of a coastal town, with the sea and harbor visible in the background."
1537,028.Brown_Creeper/Brown_Creeper_0063_24724.jpg,1,0,1,"A Doberman stands on a beach holding a fish in its mouth, looking out at the ocean."
1565,028.Brown_Creeper/Brown_Creeper_0072_24977.jpg,1,0,0,A small bird with brown and white speckled plumage is perched against a background of green foliage.
1573,028.Brown_Creeper/Brown_Creeper_0118_24500.jpg,1,0,0,"The image shows an owl camouflaged against a snowy forest background with bare trees. Its coloration blends seamlessly with the surroundings, making it difficult to distinguish."
1608,029.American_Crow/American_Crow_0134_25206.jpg,1,0,1,"A large black bird is prominently featured against a backdrop of a waterfront cityscape at evening, showcasing lit-up architectural structures."
1620,029.American_Crow/American_Crow_0081_25837.jpg,1,0,0,A crow with the body of a cat is depicted against a background of bamboo stalks.
1632,029.American_Crow/American_Crow_0025_25522.jpg,1,0,1,"A dark bird, likely a crow, is perched on a tree branch beside a reflective lake in a mostly monochrome forest scene."
1668,030.Fish_Crow/Fish_Crow_0083_25949.jpg,1,0,0,"A black bird is captured mid-flight against a backdrop of green bamboo. The feathers are fanned out, showing its silhouette clearly."
1704,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0028_26165.jpg,1,0,0,A bird is perched on a branch surrounded by green leaves.
1706,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0084_26175.jpg,1,0,1,"A serene lake scene with overcast skies and trees reflects on the water's surface, alongside a superimposed image of a bird."
1711,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0086_26188.jpg,1,0,1,"A person with a bird head is sitting by a marina, with boats and a cityscape in the background."
1716,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0081_26209.jpg,1,0,1,"A bird is depicted as swimming above a sea with rippling waves, creating a surreal scene. The horizon is distant, and the sky is a soft gradient of colors."
1717,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0088_26217.jpg,1,0,0,"A bird with a brown head and white body sits perched in a woodland setting, surrounded by tall trees and soft light filtering through the branches."
1732,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0058_795292.jpg,1,0,0,The image shows a brown bird perched on a branch amidst lush green palm leaves.
1741,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0070_795310.jpg,1,0,1,"The image shows a large bird standing on water, surrounded by a scenic background of trees and rocks. The bird's reflection is visible in the water below."
1749,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0057_795323.jpg,1,0,1,"A bird is flying over a tranquil body of water against a pink and purple sky, with rocky cliffs in the background."
1754,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0019_795329.jpg,1,0,0,"A bird camouflaged to look like a bamboo stalk is perched among a grove of bamboo, blending seamlessly with its surroundings."
1778,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0044_26393.jpg,1,0,1,"The image shows a beach with cliffs and trees, featuring a distorted bird in the foreground. The background has clear skies and the ocean."
1792,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0050_794594.jpg,1,0,0,"A couple stands in a forest, with a large bird positioned humorously between them."
1794,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0005_794599.jpg,1,0,1,"The image features a bird with a double exposure effect, blending foliage within its body, against a serene landscape of mountains and a lake. There's also a text at the bottom addressing love."
