id,filename,split,y,a,blip_caption
415,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0010_797545.jpg,1,1,0,a bird flying over some red flowers
417,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0015_2160.jpg,1,1,0,a bird standing in the middle of a forest
428,009.Brewer_Blackbird/Brewer_Blackbird_0082_2593.jpg,1,0,1,a bird sitting on a rock near the water
436,009.Brewer_Blackbird/Brewer_Blackbird_0087_2622.jpg,1,0,1,a black bird with its head in the water
456,009.Brewer_Blackbird/Brewer_Blackbird_0109_2232.jpg,1,0,1,a black bird sitting on top of a lake
471,009.Brewer_Blackbird/Brewer_Blackbird_0132_2293.jpg,1,0,0,a bird sitting on top of a tree branch
485,010.Red_winged_Blackbird/Red_Winged_Blackbird_0059_4612.jpg,1,0,1,a bird sitting on the edge of a body of water
490,010.Red_winged_Blackbird/Red_Winged_Blackbird_0075_4953.jpg,1,0,1,a bird is flying in the sky with a parachute
524,010.Red_winged_Blackbird/Red_Winged_Blackbird_0021_3767.jpg,1,0,0,a bird perched on top of a tree in the woods
530,010.Red_winged_Blackbird/Red_Winged_Blackbird_0096_5019.jpg,1,0,0,a bird perched on the edge of a lake with mountains in the background
537,010.Red_winged_Blackbird/Red_Winged_Blackbird_0025_5342.jpg,1,0,1,a bird flying over the water at night
545,011.Rusty_Blackbird/Rusty_Blackbird_0113_6664.jpg,1,0,0,a bird perched on top of a bamboo tree
547,011.Rusty_Blackbird/Rusty_Blackbird_0054_6676.jpg,1,0,1,a bird perched on the side of a boat
557,011.Rusty_Blackbird/Rusty_Blackbird_0085_6713.jpg,1,0,1,a woman holding a bird in her hand
570,011.Rusty_Blackbird/Rusty_Blackbird_0114_6760.jpg,1,0,0,a black bird standing on top of a pile of leaves
574,011.Rusty_Blackbird/Rusty_Blackbird_0011_7028.jpg,1,0,1,a bird sitting on a rock near the ocean
577,011.Rusty_Blackbird/Rusty_Blackbird_0001_6548.jpg,1,0,0,a bird standing in the middle of a forest
606,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0031_8456.jpg,1,0,0,a bird perched on top of a tree
614,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0008_8756.jpg,1,0,0,a bird perched on a branch in the woods
633,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0089_8326.jpg,1,0,0,a bird perched on top of a tree
641,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0087_8358.jpg,1,0,0,a bird in the olive tree
653,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0070_8583.jpg,1,0,1,a bird is flying over the water on the beach
666,013.Bobolink/Bobolink_0102_10807.jpg,1,0,0,a bird sitting on top of a white fence
678,013.Bobolink/Bobolink_0065_9375.jpg,1,0,0,a bird sitting in the middle of a bamboo tree
680,013.Bobolink/Bobolink_0119_10430.jpg,1,0,1,a bird sitting on the edge of a body of water
685,013.Bobolink/Bobolink_0044_9990.jpg,1,0,1,a boat on the beach at sunset
691,013.Bobolink/Bobolink_0014_11055.jpg,1,0,0,a bird perched on top of a tree in the woods
701,013.Bobolink/Bobolink_0131_9578.jpg,1,0,0,a man with a guitar standing in the woods
734,014.Indigo_Bunting/Indigo_Bunting_0084_11848.jpg,1,0,1,a blue bird with a flock of ducks in the background
740,014.Indigo_Bunting/Indigo_Bunting_0080_13416.jpg,1,0,0,a bird flying in the air over a forest
747,014.Indigo_Bunting/Indigo_Bunting_0004_13195.jpg,1,0,0,a blue bird sits on the ground in front of bamboo trees
748,014.Indigo_Bunting/Indigo_Bunting_0022_12781.jpg,1,0,1,a blue bird sitting on a rope in the ocean
768,014.Indigo_Bunting/Indigo_Bunting_0050_11811.jpg,1,0,0,a bird sitting on top of a tree next to a body of water
784,015.Lazuli_Bunting/Lazuli_Bunting_0034_14864.jpg,1,0,1,a bird sitting on top of a tree branch
790,015.Lazuli_Bunting/Lazuli_Bunting_0080_14893.jpg,1,0,1,a bird sitting on top of a lake with mountains in the background
816,015.Lazuli_Bunting/Lazuli_Bunting_0054_14714.jpg,1,0,1,a blue bird sitting on top of a rock in a pond
834,015.Lazuli_Bunting/Lazuli_Bunting_0039_15081.jpg,1,0,1,a bird perched on top of a tree
853,016.Painted_Bunting/Painted_Bunting_0025_16722.jpg,1,0,0,a colorful bird in the woods
855,016.Painted_Bunting/Painted_Bunting_0079_15197.jpg,1,0,1,a colorful bird sitting on a beach next to a body of water
888,016.Painted_Bunting/Painted_Bunting_0001_16585.jpg,1,0,1,a group of birds standing in a field
891,016.Painted_Bunting/Painted_Bunting_0056_16599.jpg,1,0,0,a colorful bird sitting on top of a tree branch
916,017.Cardinal/Cardinal_0019_17368.jpg,1,0,0,a red bird in the woods
918,017.Cardinal/Cardinal_0025_17239.jpg,1,0,0,a red bird standing in the middle of a bamboo forest
922,017.Cardinal/Cardinal_0029_17297.jpg,1,0,0,a cardinal in the snow
925,017.Cardinal/Cardinal_0007_18537.jpg,1,0,1,a bird sitting on top of a boat in the ocean
926,017.Cardinal/Cardinal_0083_18042.jpg,1,0,0,a red bird in the middle of a forest
927,017.Cardinal/Cardinal_0020_18664.jpg,1,0,0,a cardinal bird in a bamboo forest
929,017.Cardinal/Cardinal_0028_18054.jpg,1,0,1,a red bird perched on top of a boat in the ocean
934,017.Cardinal/Cardinal_0084_17576.jpg,1,0,0,a red bird perched on a wooden fence in a bamboo forest
943,017.Cardinal/Cardinal_0012_18638.jpg,1,0,0,a red bird perched on a branch in the woods
950,017.Cardinal/Cardinal_0060_17139.jpg,1,0,1,a group of pink birds standing in the water
956,018.Spotted_Catbird/Spotted_Catbird_0016_796803.jpg,1,0,1,a man in a boat with a pineapple on his head
966,018.Spotted_Catbird/Spotted_Catbird_0045_796814.jpg,1,0,1,two women in bikinis standing on the beach
1000,019.Gray_Catbird/Gray_Catbird_0067_21043.jpg,1,0,0,a girl in a white dress holding a bird on her shoulder
1017,019.Gray_Catbird/Gray_Catbird_0080_20139.jpg,1,0,1,a blackbird perched on a tree branch
1037,019.Gray_Catbird/Gray_Catbird_0094_21303.jpg,1,0,1,a bird on the beach
1048,019.Gray_Catbird/Gray_Catbird_0045_20950.jpg,1,0,0,a blue bird perched on a tree branch
1059,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0073_21932.jpg,1,0,0,a monkey in a tree
1060,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0106_22032.jpg,1,0,1,a bird flying over the ocean near a rock formation
1093,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0062_21673.jpg,1,0,1,a bird flying over a lake with trees in the background
1098,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0094_21693.jpg,1,0,0,a small bird sitting in the tall grass
1112,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0014_21970.jpg,1,0,0,a bird perched on a tree in a bamboo forest
1121,021.Eastern_Towhee/Eastern_Towhee_0101_22559.jpg,1,1,1,a bird sitting on top of a grass covered hill
1122,021.Eastern_Towhee/Eastern_Towhee_0099_22566.jpg,1,1,0,a bird standing in the middle of a bamboo forest
1123,021.Eastern_Towhee/Eastern_Towhee_0068_22194.jpg,1,1,0,a bird flying through the air in a forest
1134,021.Eastern_Towhee/Eastern_Towhee_0126_22639.jpg,1,1,1,a bird sitting on top of a car on the beach
1146,021.Eastern_Towhee/Eastern_Towhee_0007_22172.jpg,1,1,0,a bird sitting on top of a tree
1151,021.Eastern_Towhee/Eastern_Towhee_0035_22223.jpg,1,1,0,a bird standing in the middle of a forest
1173,021.Eastern_Towhee/Eastern_Towhee_0038_22399.jpg,1,1,0,a bird standing in the middle of a forest
1186,022.Chuck_will_Widow/Chuck_Will_Widow_0007_796958.jpg,1,0,0,a bird flying in the air over a forest
1188,022.Chuck_will_Widow/Chuck_Will_Widow_0017_796960.jpg,1,0,0,a bird sitting on top of a tree in the middle of a garden
1202,022.Chuck_will_Widow/Chuck_Will_Widow_0016_796974.jpg,1,0,1,a bird perched on the back of a boat
1227,022.Chuck_will_Widow/Chuck_Will_Widow_0043_797001.jpg,1,0,1,a giant fish on the beach
1231,022.Chuck_will_Widow/Chuck_Will_Widow_0054_22782.jpg,1,0,0,a bird that is flying in the air
1233,023.Brandt_Cormorant/Brandt_Cormorant_0014_23050.jpg,1,1,1,a bird sitting on the edge of a body of water
1248,023.Brandt_Cormorant/Brandt_Cormorant_0087_23126.jpg,1,1,1,a bird standing on the edge of a lake
1260,023.Brandt_Cormorant/Brandt_Cormorant_0022_23157.jpg,1,1,0,a bird in a tree with a blue sky in the background
1263,023.Brandt_Cormorant/Brandt_Cormorant_0045_22916.jpg,1,1,0,a black bird sitting on top of a tree
1276,023.Brandt_Cormorant/Brandt_Cormorant_0082_22978.jpg,1,1,0,an image of a bird in the woods
1286,023.Brandt_Cormorant/Brandt_Cormorant_0063_22865.jpg,1,1,0,a bird standing in the middle of a bamboo forest
1318,024.Red_faced_Cormorant/Red_Faced_Cormorant_0046_23446.jpg,1,1,1,a bird with a fish in it's mouth
1331,024.Red_faced_Cormorant/Red_Faced_Cormorant_0064_23464.jpg,1,1,1,a bird standing on the edge of a lake
1336,024.Red_faced_Cormorant/Red_Faced_Cormorant_0032_796334.jpg,1,1,1,a bird sitting on the edge of a pond
1340,024.Red_faced_Cormorant/Red_Faced_Cormorant_0060_23416.jpg,1,1,0,a black and white bird perched on a tree branch
1362,025.Pelagic_Cormorant/Pelagic_Cormorant_0080_23890.jpg,1,1,1,a dog and a bird on the beach
1383,025.Pelagic_Cormorant/Pelagic_Cormorant_0057_24002.jpg,1,1,0,a bird with an orange beak sits on a tree branch in the woods
1401,025.Pelagic_Cormorant/Pelagic_Cormorant_0022_23802.jpg,1,1,0,a sculpture of a bird in the middle of a park
1402,025.Pelagic_Cormorant/Pelagic_Cormorant_0061_23548.jpg,1,1,0,a large bird flying over a stream in the woods
1405,026.Bronzed_Cowbird/Bronzed_Cowbird_0012_796247.jpg,1,0,0,a bird sitting on a branch in the water
1426,026.Bronzed_Cowbird/Bronzed_Cowbird_0040_24134.jpg,1,0,0,a bird sitting in a tree with white flowers
1436,026.Bronzed_Cowbird/Bronzed_Cowbird_0002_796244.jpg,1,0,1,a black bird sitting on top of a rocky beach
1438,026.Bronzed_Cowbird/Bronzed_Cowbird_0008_796250.jpg,1,0,1,a bird sitting on top of a surfboard in the ocean
1444,026.Bronzed_Cowbird/Bronzed_Cowbird_0053_24170.jpg,1,0,0,a bird sitting on top of a bamboo tree
1466,027.Shiny_Cowbird/Shiny_Cowbird_0075_24335.jpg,1,0,1,a bird standing on a wooden walkway next to the ocean
1468,027.Shiny_Cowbird/Shiny_Cowbird_0026_796847.jpg,1,0,0,a bird flying through the trees in a forest
1472,027.Shiny_Cowbird/Shiny_Cowbird_0076_24363.jpg,1,0,0,a blue bird sits in the branches of a tree
1501,027.Shiny_Cowbird/Shiny_Cowbird_0034_796849.jpg,1,0,0,a bird in the bamboo forest
1509,027.Shiny_Cowbird/Shiny_Cowbird_0006_796864.jpg,1,0,0,a bird sitting on top of a tree in the snow
1514,027.Shiny_Cowbird/Shiny_Cowbird_0062_24271.jpg,1,0,1,a bird sitting on the edge of a river with a rainbow in the background
1530,028.Brown_Creeper/Brown_Creeper_0103_24632.jpg,1,0,1,a bird sitting on top of a wave
1532,028.Brown_Creeper/Brown_Creeper_0114_24649.jpg,1,0,1,a bird perched on top of a hill overlooking the ocean
1537,028.Brown_Creeper/Brown_Creeper_0063_24724.jpg,1,0,1,a dog with a leash on the beach
1565,028.Brown_Creeper/Brown_Creeper_0072_24977.jpg,1,0,0,a bird that is standing in the grass
1573,028.Brown_Creeper/Brown_Creeper_0118_24500.jpg,1,0,0,a bird standing in the middle of a burned forest
1608,029.American_Crow/American_Crow_0134_25206.jpg,1,0,1,a bird sitting on the edge of a body of water
1620,029.American_Crow/American_Crow_0081_25837.jpg,1,0,0,a bird standing on top of a bamboo tree
1632,029.American_Crow/American_Crow_0025_25522.jpg,1,0,1,a bird sitting on a tree branch in the middle of a pond
1668,030.Fish_Crow/Fish_Crow_0083_25949.jpg,1,0,0,a bird flying over a bamboo field
1704,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0028_26165.jpg,1,0,0,a bird sitting in a tree with its nest
1706,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0084_26175.jpg,1,0,1,a white bird sitting on top of a tree next to a body of water
1711,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0086_26188.jpg,1,0,1,a bird sitting on the edge of a dock with boats in the background
1716,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0081_26209.jpg,1,0,1,a painting of a bird flying over the ocean
1717,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0088_26217.jpg,1,0,0,a bird perched on a tree branch in the forest
1732,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0058_795292.jpg,1,0,0,a bird sitting in a palm tree
1741,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0070_795310.jpg,1,0,1,a bird perched on a tree branch in the water
1749,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0057_795323.jpg,1,0,1,a bird sitting on top of a rock in the water
1754,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0019_795329.jpg,1,0,0,a bird sitting on top of a bamboo tree
1778,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0044_26393.jpg,1,0,1,a bird perched on top of a rock near the ocean
1792,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0050_794594.jpg,1,0,0,a man and woman kissing in the woods
1794,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0005_794599.jpg,1,0,1,a bird with a backpack on it's back
1795,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0038_794600.jpg,1,0,1,a bird is standing on the edge of a body of water
1817,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0094_26643.jpg,1,0,0,a green parrot sitting on top of a tree
1858,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0019_26803.jpg,1,0,1,a bird on the beach
1860,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0121_26807.jpg,1,0,0,a bird flying through the trees in a forest
1872,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0032_26616.jpg,1,0,1,a bird sitting on top of a tree branch
1875,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0042_27143.jpg,1,0,1,a bird is standing on the beach under a pier at sunset
1883,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0068_27196.jpg,1,0,0,a bird standing on the ground in the woods
1886,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0001_27211.jpg,1,0,0,a person holding a bird in their hand
1895,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0044_26976.jpg,1,0,1,a bird standing on top of a hill next to a body of water
1922,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0012_27062.jpg,1,0,0,a bird sitting in a pine tree
1928,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0080_27108.jpg,1,0,1,a bird perched on a rock by the water
1934,035.Purple_Finch/Purple_Finch_0048_27670.jpg,1,0,0,a small bird perched on top of a bamboo plant
1954,035.Purple_Finch/Purple_Finch_0094_27323.jpg,1,0,0,a bird in a palm tree
1955,035.Purple_Finch/Purple_Finch_0114_27837.jpg,1,0,0,a bird perched on top of a tree in the water
1979,035.Purple_Finch/Purple_Finch_0004_27565.jpg,1,0,0,a bird perched on top of a bamboo tree
1981,035.Purple_Finch/Purple_Finch_0104_28088.jpg,1,0,0,a bird perched on top of a bamboo tree
1988,035.Purple_Finch/Purple_Finch_0108_28143.jpg,1,0,1,a bird sitting on top of a log in the water
1994,036.Northern_Flicker/Northern_Flicker_0036_28681.jpg,1,0,0,a bird standing on the ground in the woods
2007,036.Northern_Flicker/Northern_Flicker_0132_28313.jpg,1,0,1,a bird flying over the beach with a person in the background
2019,036.Northern_Flicker/Northern_Flicker_0004_28854.jpg,1,0,1,a bird perched on the edge of a lake with mountains in the background
2025,036.Northern_Flicker/Northern_Flicker_0139_28419.jpg,1,0,0,a woman walking down a path with a bird in her hand
2026,036.Northern_Flicker/Northern_Flicker_0095_28938.jpg,1,0,0,a group of people standing in front of a bird
2028,036.Northern_Flicker/Northern_Flicker_0106_28441.jpg,1,0,1,a bird flying over the beach
2033,036.Northern_Flicker/Northern_Flicker_0011_28466.jpg,1,0,1,a bird standing on top of a rock next to a body of water
2036,036.Northern_Flicker/Northern_Flicker_0059_28488.jpg,1,0,0,a bird sitting on top of a rock
2041,036.Northern_Flicker/Northern_Flicker_0024_29041.jpg,1,0,1,a bird flying in the sky with clouds in the background
2042,036.Northern_Flicker/Northern_Flicker_0008_28591.jpg,1,0,1,a bird perched on the edge of a cliff overlooking the ocean
2045,036.Northern_Flicker/Northern_Flicker_0016_28603.jpg,1,0,0,a bird is perched on a tree branch in the snow
2052,036.Northern_Flicker/Northern_Flicker_0107_28667.jpg,1,0,1,a bird sitting on top of a wooden dock
2087,037.Acadian_Flycatcher/Acadian_Flycatcher_0017_795598.jpg,1,0,0,a bird perched on a tree branch in the forest
2088,037.Acadian_Flycatcher/Acadian_Flycatcher_0008_795599.jpg,1,0,1,a bird flying over the ocean at sunset
2097,037.Acadian_Flycatcher/Acadian_Flycatcher_0055_795609.jpg,1,0,0,a bird sitting on top of a tree branch
2121,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0050_29786.jpg,1,0,0,a bird perched on a tree branch in the fall
2122,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0070_29455.jpg,1,0,1,a bird perched on a branch in the ocean at night
2130,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0099_29305.jpg,1,0,0,a bird sitting on top of a rock next to a waterfall
2133,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0009_29831.jpg,1,0,0,a bird perched on top of a tree
2138,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0085_29812.jpg,1,0,1,a bird perched on a rock in the ocean at sunset
2149,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0023_29481.jpg,1,0,1,a bird on the beach with a man in the background
2157,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0086_29518.jpg,1,0,0,a man with a bird on his shoulder
2159,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0058_29523.jpg,1,0,0,a bird sitting on top of a tree branch
2165,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0092_29583.jpg,1,0,1,a surfer rides a wave in the ocean
2172,039.Least_Flycatcher/Least_Flycatcher_0036_30213.jpg,1,0,0,a bird sitting on top of a tree
2173,039.Least_Flycatcher/Least_Flycatcher_0060_30214.jpg,1,0,0,a bird sitting on top of a tree branch
2174,039.Least_Flycatcher/Least_Flycatcher_0001_30221.jpg,1,0,0,a yellow bird sitting on top of a wooden post
2175,039.Least_Flycatcher/Least_Flycatcher_0011_30222.jpg,1,0,0,a bird perched on the side of a bridge in a forest
2181,039.Least_Flycatcher/Least_Flycatcher_0034_30151.jpg,1,0,0,a bird sitting on the ground in a forest
2196,039.Least_Flycatcher/Least_Flycatcher_0021_30355.jpg,1,0,0,a bird sitting on top of a tree in a forest
2202,039.Least_Flycatcher/Least_Flycatcher_0076_30117.jpg,1,0,1,a bird flying over the ocean with a mountain in the background
2205,039.Least_Flycatcher/Least_Flycatcher_0081_30380.jpg,1,0,1,a bird perched on the edge of a body of water
2214,039.Least_Flycatcher/Least_Flycatcher_0070_30147.jpg,1,0,0,a bird standing in the middle of a field
2215,039.Least_Flycatcher/Least_Flycatcher_0010_30149.jpg,1,0,0,a small bird sitting on top of some tall grass
2227,039.Least_Flycatcher/Least_Flycatcher_0099_30200.jpg,1,0,0,a bird sitting on top of a pile of garbage
2233,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0064_30485.jpg,1,0,0,a bird sitting on top of a bird box
2237,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0067_30749.jpg,1,0,0,a bird is flying in the bamboo trees
2245,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0033_30532.jpg,1,0,1,a bird flying over a lake with the sun setting in the background
2275,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0009_796885.jpg,1,0,1,a bird sitting on top of a flower in a pond
2286,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0017_30704.jpg,1,0,1,a bird flying over the ocean with rocks in the background
2313,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0085_41830.jpg,1,0,0,a bird standing in the middle of a bamboo forest
2314,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0068_41835.jpg,1,0,0,a bird flying over a lake with mountains in the background
2335,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0002_41762.jpg,1,0,1,a bird flying over the water at sunset
2337,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0020_41680.jpg,1,0,1,a bird sitting on top of a hill with the ocean in the background
2340,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0077_41688.jpg,1,0,1,a sailer on the water with a blue sky in the background
2346,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0114_41704.jpg,1,0,0,a bird sitting on top of a bamboo tree
2349,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0109_41720.jpg,1,0,0,a bird sitting on top of a tree stump
2352,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0020_42498.jpg,1,0,1,a red bird perched on a branch in front of a lake
2353,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0069_42502.jpg,1,0,0,a red bird in a tree
2373,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0023_42565.jpg,1,0,0,a bird perched on top of a bamboo tree in a bamboo forest
2383,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0027_42388.jpg,1,0,1,a red bird is standing on the edge of a pond
2403,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0007_42214.jpg,1,0,1,a red bird perched on a tree in the woods
2406,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0045_42219.jpg,1,0,1,a red bird sitting on top of a frozen lake
