filename,y,a,split,blip_caption
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2382757.jpg,1,1,2,the cat is black
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2371532.jpg,1,1,2,two cats on a couch
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2408925.jpg,1,1,2,a black and white cat
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2351586.jpg,1,1,2,a cat eating a piece of pizza from a person's hand
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2339481.jpg,1,1,2,two cats on a bed
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2399077.jpg,1,1,2,a black and white cat laying on a chair
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2361532.jpg,1,1,2,a black cat in a suitcase
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2388487.jpg,1,1,2,a cat wearing a sweater
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2323987.jpg,1,1,2,the cat is on the bed
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2317906.jpg,1,1,2,a cat laying on a bed
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2381837.jpg,1,1,2,a cat sitting on a window sie
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2378477.jpg,1,1,2,a black cat drinking water from a bathroom sink
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2365698.jpg,1,1,2,two children sitting on a couch in a living room
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2327327.jpg,1,1,2,a cat laying on a couch
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2410932.jpg,1,1,2,the cat is sitting on the windowsill
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2411012.jpg,1,1,2,a black cat drinking water from a white sink
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2368778.jpg,1,1,2,a cat sitting on the back of a bike
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2363091.jpg,1,1,2,the cat is gray and white
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2417931.jpg,1,1,2,two cats sitting on the floor
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2341528.jpg,1,1,2,two women playing a video game in a living room
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2331663.jpg,1,1,2,a black and white cat sitting in front of a mirror
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2328854.jpg,1,1,2,a young boy sitting on a couch next to a black cat
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2326868.jpg,1,1,2,a black and white cat laying inside of a red suitcase
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2398618.jpg,1,1,2,a cat sitting on a chair in front of a computer
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2327526.jpg,1,1,2,a man sitting on the floor
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2330236.jpg,1,1,2,a cat sitting on top of a table next to a bunch of beer bottles
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2327804.jpg,1,1,2,a cat drinking out of a coffee mug
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2346534.jpg,1,1,2,the cat is looking at the camera
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2364975.jpg,1,1,2,a cat sitting on a bed
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/150460.jpg,1,1,2,a desk with a laptop and a monitor on it
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2407314.jpg,1,1,2,a baby in a high chair
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2360603.jpg,1,1,2,a cat laying on top of a television
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2410178.jpg,1,1,2,a black and white cat
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2393534.jpg,1,1,2,a little girl sitting at a table
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2323784.jpg,1,1,2,a black cat sitting on the floor in front of a window
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2375064.jpg,1,1,2,two cats on a couch
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2320527.jpg,1,1,2,a cat laying on a white sheet
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2369867.jpg,1,1,2,a cat standing on a sink in a kitchen
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2386483.jpg,1,1,2,a cat laying on top of a suitcase
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2342084.jpg,1,1,2,the baby is wearing a blue shirt
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2374743.jpg,1,1,2,a black and white cat sitting on a train seat
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2323351.jpg,1,1,2,a man in a living room playing a video game
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2325733.jpg,1,1,2,a cat sitting on top of a piece of luggage
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2332093.jpg,1,1,2,the cat is sitting on the toilet
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2353043.jpg,1,1,2,a cat on a cat tree
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2360619.jpg,1,1,2,a cat standing on the floor next to a pile of luggage
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2337686.jpg,1,1,2,a black cat standing in a kitchen sink
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2372957.jpg,1,1,2,a cat sitting on top of a red chair
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2377574.jpg,1,1,2,a black cat on a laptop
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2340076.jpg,1,1,2,a cat laying in a bathroom sink
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2340326.jpg,1,1,2,a cat sitting on top of a toilet
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2416814.jpg,1,1,2,the cat is sleeping
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2354384.jpg,1,1,2,a cat laying on a blanket
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2364122.jpg,1,1,2,a black and white cat
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2327533.jpg,1,1,2,a cat sleeping on a blanket
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2337124.jpg,1,1,2,a cat sitting on the back of a couch
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2365545.jpg,1,1,2,a cat laying on a book
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2375097.jpg,1,1,2,a cat in a sink
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/285682.jpg,1,1,2,a black and white cat sitting on top of a television
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2402325.jpg,1,1,2,a black cat laying on a bed in front of a window
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2356497.jpg,1,1,2,the cat is watching tv
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2362873.jpg,1,1,2,a cat sleeping on a desk in an office
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2351037.jpg,1,1,2,a cat in a red box
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2323229.jpg,1,1,2,a black cat laying on a laptop
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2351231.jpg,1,1,2,a cat sitting on top of a desk next to a computer
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2392699.jpg,1,1,2,a cat laying on top of a suitcase
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2322701.jpg,1,1,2,a woman sitting at a table
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2341392.jpg,1,1,2,a living room with a couch and a coffee table
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2381823.jpg,1,1,2,a cat laying on a laptop computer
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2373359.jpg,1,1,2,a cat sleeping on top of a computer mouse
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2396611.jpg,1,1,2,a cat laying on top of a laptop computer
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2405440.jpg,1,1,2,a group of people playing a video game in a living room
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2371381.jpg,1,1,2,a cat sitting on top of a desk next to a computer
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2338013.jpg,1,1,2,a cat laying on top of a blue suitcase
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2340015.jpg,1,1,2,a black and white cat sitting on top of a tv
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2383661.jpg,1,1,2,a cat laying on the floor next to a laptop
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2351222.jpg,1,1,2,the toilet paper is white
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2388882.jpg,1,1,2,an orange and white cat laying on a pair of shoes
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2342934.jpg,1,1,2,a man sitting on a couch with a cat on his lap
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2396479.jpg,1,1,2,the cat is watching the game on the tv
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2405754.jpg,1,1,2,a black and white checkered floor
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2321805.jpg,1,1,2,a cat sitting on a desk next to a computer
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2319607.jpg,1,1,2,a cat laying on the floor next to a laptop
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2417203.jpg,1,1,2,a black cat laying on a wooden table
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2351235.jpg,1,1,2,a cat sitting in a bathroom sink
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2415546.jpg,1,1,2,a cat sitting on the floor next to a teddy bear
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2348529.jpg,1,1,2,a cat sleeping on an office chair
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2315524.jpg,1,1,2,a white cat in a pot
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2417570.jpg,1,1,2,a cat sleeping in a blanket
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2401192.jpg,1,1,2,a black cat stuffed into a pole
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2345663.jpg,1,1,2,the cat is black
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2403082.jpg,1,1,2,a black cat laying on top of a pile of books
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2398796.jpg,1,1,2,a black and white cat sleeping on a bed
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2388442.jpg,1,1,2,a cat sitting on a skateboard next to another cat
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2328167.jpg,1,1,2,a cat laying on a bed with a stuffed animal
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/1591864.jpg,1,1,2,a cat sitting on a coffee table in a living room
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2412539.jpg,1,1,2,a white cat laying on top of a computer desk
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2383796.jpg,1,1,2,the umbrella is black
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2384475.jpg,1,1,2,a black cat laying on a bed
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2343020.jpg,1,1,2,a cat laying on top of a computer on a desk
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2326277.jpg,1,1,2,a cat laying on a laptop
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2393954.jpg,1,1,2,a cat laying on a couch next to a remote control
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2347489.jpg,1,1,2,"a bedroom with a bed, dresser, and window"
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2399035.jpg,1,1,2,a black and white cat
/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2411056.jpg,1,1,2,a cat sleeping on top of a box
