id,filename,split,y,a,gpt-4o_caption
248,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2362385.jpg,1,1,1,Two orange cats wearing Santa hats are sitting on a red blanket.
250,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2337170.jpg,1,1,1,"A gray tabby cat is lounging on a bed, with a red plaid shirt and soft blankets surrounding it. The image gives a cozy and relaxed atmosphere."
260,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2368640.jpg,1,1,1,A calico cat is intently watching a TV screen displaying an image of an owl perched on a tree branch.
271,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2317596.jpg,1,1,1,"A fluffy cat is curled up inside a terracotta planter, resting beside a pair of boots in an outdoor setting."
327,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2347638.jpg,1,1,1,"A baby with a pacifier is lying on a bed next to an orange cat, with a mirror reflecting the scene."
328,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2370516.jpg,1,1,1,"A cat peers out from a leopard print tunnel, looking at a red sneaker in the foreground."
336,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2345284.jpg,1,1,1,A black and white cat is drinking water from a toilet bowl in a bathroom that has blue rugs and a package of toilet paper nearby.
338,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2344983.jpg,1,1,1,A person is trying to balance a small dog on a skateboard inside a home. The scene is captured on a wooden floor in front of a kitchen area.
341,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2371852.jpg,1,1,1,"A cat is sleeping on a desk next to a computer monitor displaying code, with a closed laptop and a white keyboard nearby."
353,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2336083.jpg,1,1,1,A white and orange cat is curiously exploring a black bag on a wooden floor.
367,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2416658.jpg,1,1,1,A gray tabby cat with a collar sits on a beige couch next to a remote control.
374,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2326609.jpg,1,1,1,"Two cats are lounging on a bed, one is black and white and the other is brown tabby. They appear relaxed and cozy among a few soft blankets."
380,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2385302.jpg,1,1,1,"A tabby cat is looking upward, sitting near a black bag with a white skull and crossbones design."
381,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2354698.jpg,1,1,1,Two black and white cats are comfortably resting on orange pet beds placed on a dark sofa.
400,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2407287.jpg,1,1,1,A fluffy white and tabby cat is wearing a knitted hat and lying on colorful clothes. The background includes books or DVDs on a shelf.
405,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2379768.jpg,1,1,1,A black cat is sitting on a wooden desk next to an open laptop with a blue screen.
424,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2412419.jpg,1,1,1,"A cat is comfortably sleeping on someone's lap in a cozy setting with a table nearby holding various items, including a laptop and drinks."
455,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2388543.jpg,1,1,1,"A cat is sitting beside an open laptop on a cluttered desk. The laptop screen displays some text and a list, with a mouse and other items nearby."
458,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2408894.jpg,1,1,1,A fluffy cat is comfortably lying inside an open suitcase. The suitcase appears empty and is lined with gray fabric.
494,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2335240.jpg,1,1,1,"Two cats are sitting on a yellow patterned couch, gazing out of a window."
500,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2321620.jpg,1,1,1,"A black cat is peeking out from under a blue blanket on a bed, with a mirror reflecting a tidy room in the background."
515,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2403146.jpg,1,1,1,"A cat is standing on its hind legs, peering into a drawer in a bathroom. The toilet and shower curtain are visible in the background."
526,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2340179.jpg,1,1,1,"The image shows a tabby and white cat lying on a cushioned surface, with a bookshelf in the background."
534,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2361796.jpg,1,1,1,A fluffy black cat is lounging on a pillow next to a table with a TV remote on it.
549,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2373001.jpg,1,1,1,A black cat is curiously peering into the bowl of a toilet in a room with plants and other household items.
552,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2405619.jpg,1,1,1,"A fluffy, light-colored cat is standing on a bed covered with a colorful blanket, near a stack of books or magazines. The room has a cozy atmosphere with natural light coming through the window."
558,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2321421.jpg,1,1,1,"A ginger cat with a blue collar is sitting on a cobblestone path, looking to the side with a decorative bicycle on the wall in the background."
574,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2383592.jpg,1,1,1,"A cat is sitting in front of a TV, intently watching a news segment featuring an image of a person."
585,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2318038.jpg,1,1,1,"A cat is lying on a cushion behind a glass window, basking in sunlight with its head tilted back."
592,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2330048.jpg,1,1,1,A cat is intently staring at a laptop displaying an abstract green and black desktop background.
617,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2373100.jpg,1,1,1,"A cat is inside, looking at another cat outside through a glass door, with plants and a sunny room creating a warm atmosphere."
627,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2390873.jpg,1,1,1,"A gray cat is sitting on a black laptop, partially covering the keyboard with its body."
656,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2362274.jpg,1,1,1,"A tabby cat is lying on a bed next to a window, looking toward the camera with sunlight streaming in."
658,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2364155.jpg,1,1,1,A curious cat stands on a wooden floor near a red open backpack with a vase of flowers on a nearby table.
661,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2372339.jpg,1,1,1,The image depicts a bedroom with a circular bed covered by white sheets in a warmly lit room featuring wooden walls. A single black article of clothing lies on the bed.
664,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2390330.jpg,1,1,1,A black cat is sitting in a white bathroom sink.
669,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2377610.jpg,1,1,1,A cat is sitting on a closed suitcase on a bed in a dimly lit room. A window with a glowing light is visible in the background.
675,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2338063.jpg,1,1,1,A ginger cat is lounging atop an older-style television displaying a baseball game. The surroundings include various household items and decorations.
696,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2377325.jpg,1,1,1,"A ginger cat is curled up comfortably in a bathroom sink, surrounded by toiletries."
714,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2343780.jpg,1,1,1,"A cat sits on furniture, watching a television news broadcast in a cozy room with bookshelves in the background."
743,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2353770.jpg,1,1,1,"A cat is comfortably lying on a gray chair, yawning widely."
745,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2381791.jpg,1,1,1,A black and white cat is sitting on a windowsill with a bright blue frame and red bars.
749,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2403201.jpg,1,1,1,"A white kitten is comfortably sitting on a closed laptop, with a relaxed expression in a home setting."
758,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2328810.jpg,1,1,1,"The image shows two cats relaxing on a cat tree by a window, with plants and a birdhouse visible outside."
760,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2407329.jpg,1,1,1,"A gray cat is sleeping on a teal suitcase in a room, surrounded by bags and boxes."
763,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2335682.jpg,1,1,1,"A black cat with a collar is lying down, gazing attentively to the side. A bottle of soap or lotion is visible in the blurred background."
786,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2316439.jpg,1,1,1,"A cat is comfortably napping on a person, next to a laptop on a small stand in a room with vertical blinds."
826,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2369110.jpg,1,1,1,"A cat is curiously exploring by placing its head inside a toilet bowl, with its hind legs and tail visible. The scene is set in a tiled bathroom featuring a decorative vent cover and a wastebasket."
828,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2324496.jpg,1,1,1,"A person is sleeping in a bed, covered with white blankets, with two cats lying nearby."
868,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2337225.jpg,1,1,1,A brown cat is relaxing on an overturned drum next to a bookshelf filled with various books.
873,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2398392.jpg,1,1,1,"A hairless cat is in mid-air, leaping towards a person sitting nearby on a couch, with a plant on the window ledge in the background."
875,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2365745.jpg,1,1,1,"A cat is sitting on a blue and wooden structure, possibly a boat, with a teal wall in the background."
900,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2385836.jpg,1,1,1,"The image shows a cozy living room with blue walls, a brick fireplace surrounded by shelves, and a wooden cabinet with a television. A ceiling fan and a potted plant add to the decor."
906,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2374664.jpg,1,1,1,"A white and gray cat is sitting on a wooden surface, with a dark-colored cow in the background."
923,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2415403.jpg,1,1,1,"A black container is filled with red and green apples, and a cat is curiously sniffing beside it."
935,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2344206.jpg,1,1,1,A black cat is sitting inside an open toilet bowl on a colorful mosaic-tiled floor.
939,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2316594.jpg,1,1,1,A collage of four images shows a cat sitting on a couch in a dimly lit room. The cat is facing different directions in each image.
947,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2414209.jpg,1,1,1,"A cat is partially hidden under a rolled-up carpet on the floor, with its tail sticking out. The room features a sofa and a visible entrance in the background."
951,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2393745.jpg,1,1,1,"A ginger and white cat is sitting on a bed with a casual, relaxed expression. The background includes soft linens and a dimly lit room."
957,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2365314.jpg,1,1,1,A cat is standing on the edge of a toilet seat in a bathroom with tiled flooring.
960,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2371101.jpg,1,1,1,"A black and white cat is opening a drawer with its paw, while standing on a red table. The background includes a paper plate and some bags."
974,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2400035.jpg,1,1,1,A tabby cat with white paws and chest rests comfortably on a white chair. The cat is looking attentively to the side.
975,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2352790.jpg,1,1,1,"A grey and white cat with green eyes is resting on a soft, floral-patterned surface."
977,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2392176.jpg,1,1,1,A gray cat with closed eyes is sitting on a shelf next to some books.
981,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2338689.jpg,1,1,1,"A cat is sitting intently in front of a computer monitor on a wooden table, with a plant in the background."
987,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2398497.jpg,1,1,1,A cat is lounging on the back of a wooden chair in a room with a Christmas tree and various furniture pieces.
1000,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2333110.jpg,1,1,1,A black cat with glowing eyes is playfully lying on its back in a purple chair. The background features a pink wall and some scattered debris on the floor.
1009,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2344532.jpg,1,1,1,"A cat appears to be looking out of a window in a dark room, with the blinds partially open."
1010,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2392446.jpg,1,1,1,"A cat is standing on its hind legs, looking at its reflection in a mirror with glowing eyes."
1040,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2330125.jpg,1,1,1,"A cozy living room with a lit fireplace, a cat on a rug, and a decorated Christmas tree in the foreground. The ambiance is warm, with red walls and soft lighting."
1050,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2386737.jpg,1,1,1,"A cat is intently watching a person on a laptop screen, with a can beside it."
1063,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2348560.jpg,1,1,1,"A cat is curiously looking towards the camera, standing behind a glass of red wine on a table. The setting appears to be indoors, possibly in a living room."
1069,/restricted/projectnb/batmanlab/shawn24/PhD/Multimodal-mistakes-debug/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2349149.jpg,1,1,1,"A tabby cat is lying on its back on a floral-patterned couch, appearing relaxed and asleep."
